"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario cuando ingrese a la página deseo ir a usuarios y buscar por status.","Buscar usuarios del sistema mediante el Status","SUCCESS","2021-10-22T20:14:37.26-05:00[America/Bogota]","0.0","36.86"
